cw	pmi_4	raw_4	pmi_10	raw_10	freq
aan/fixed	-0.5280292	1.0	-0.7475087	2	46885
aan/part	-0.57146007	8.0	-0.036232207	34	392664
aan/prep	0.23143698	98.0	0.21201703	239	2153601
aan_gekoppeld/adj	7.5872116	1.0	6.6678157	1	14
aan_gever/noun			2.7160914	1	734
aan_kom_stuur/noun	7.5350256	1.0	6.6258516	1	15
aan_koppel/verb			5.187836	1	62
aan_raak_scherm/noun	6.148731	1.0	5.2344337	1	59
aan_sturing_paneel/noun	10.226269	1.0	9.306873	1	1
aan_werving/noun	3.275454	2.0	2.364644	2	2095
aanbeveling/noun	1.3886964	1.0	1.1694993	2	6915
aanbevolen/adj	3.5207827	1.0	3.3121638	2	828
aanbieding/noun	1.2484754	1.0	0.33794215	1	7957
aanbod/noun	0.11206963	1.0	0.99113137	6	24775
aandacht/noun			0.0758867	7	72257
aandachtig/adj			1.4809489	1	2531
aandeel/noun	-1.2313144	1.0	-1.0430876	3	95095
aaneenschakeling/noun			2.177135	1	1255
aangaande/prep			2.45331	1	955
aangekocht/adj	3.2627242	1.0	2.3507087	1	1059
aangemoedigd/adj	3.7558563	1.0	2.839718	1	649
aangenaam/adj			1.2074593	4	13337
aangepast/adj	1.2495011	1.0	1.4369556	3	7957
aangeschaft/adj	4.315811	1.0	4.0950675	2	369
aangesloten.PetroleumTot/noun	10.226269	1.0	9.306873	1	1
aangesloten/adj	2.208302	1.0	1.2964638	1	3043
aangestuurd/adj			4.2754555	1	154
aangewezen/adj			1.2426771	1	3204
aangezet/adj			2.9037957	1	608
aangezien/comp			0.30360925	2	16325
aangifte/noun			0.6949063	1	5603
aangrenzend/adj			2.571509	2	1698
aangrijpend/adj			1.4066256	1	2733
aanhang_wagen/noun	2.7734313	1.0	2.5596094	2	1753
aanklager/noun			0.120799884	1	9956
aankomst/noun			1.0605967	3	11558
aankomst_tijd/noun	5.7719216	1.0	4.8571877	1	86
aankondiging/noun			0.636916	1	5893
aankoop/noun	1.0945591	2.0	0.1838133	2	18567
aanleg/noun			-0.5797378	1	19953
aanleiding/noun	0.2585279	1.0	0.038021002	2	21410
aanleiding/prep	0.5478485	1.0	-0.3600911	1	16079
aanlokkelijk/adj			2.3257744	1	1091
aanloop/noun			0.95886815	1	4280
aanmerking/noun	1.9273249	4.0	1.4218763	6	16143
aanpak/noun			0.18082787	3	27922
aanpalend/adj			1.9763205	2	3074
aanpassing/noun			0.5380773	2	13016
aanraking/noun			2.1543303	1	1290
aansluitbaar/adj	7.0586863	1.0	6.1456265	1	24
aansluiting/noun	1.8279295	2.0	1.3210258	3	8912
aantal/noun	0.90798837	21.0	0.4482932	33	235279
aantoonbaar/adj			2.1699128	1	1269
aantrekkelijk/adj			-0.61091906	1	20536
aanvaard/adj	3.1317227	1.0	2.2201352	1	1209
aanval/noun	-0.2725395	1.0	-0.4898654	2	36431
aanvang/noun	1.288919	1.0	1.0726997	2	7637
aanvankelijk/adj			-0.5344171	2	37821
aanvoering/prep	2.7986786	1.0	1.8851871	1	1690
aanvraag_formulier/noun	4.2183776	1.0	3.3045924	1	407
aanvulling/noun			1.1473268	1	3588
aanwezig/adj	1.0827202	5.0	1.1247923	13	46939
aanwezigheid/noun	0.351766	1.0	0.13075423	2	19470
aanwijzing/noun	0.7544299	1.0	0.9406153	3	13043
aanwinst/noun			0.7463428	1	5306
aanzet/noun			0.90515816	1	4500
aanzienlijk/adj			-0.56935877	1	19714
aardbeving/noun			0.69009715	1	5689
aarde/noun			0.097518295	2	20232
aardedonker/adj			4.1696053	1	172
aardig/adj	-0.05525702	1.0	-0.2740544	2	29293
aarzel/verb			0.5576243	1	6372
abonnement/noun			0.76556313	1	5198
absoluut/adj	-0.21114306	1.0	-0.4302587	2	34221
absoluut/adv	1.1546016	1.0	0.93479246	2	8720
abstract/adj	1.6804396	1.0	0.7645972	1	5157
absurd/adj			0.547911	1	6441
academie/noun			1.0090432	1	4079
academie_student/noun	6.6019278	1.0	5.6959553	1	39
accoord/adj	0.7218419	1.0	0.50829774	2	13488
accu_pakket/noun			7.920579	1	4
achillespees/noun			1.4489089	1	2618
acht/num	1.2701902	10.0	0.8908812	17	78182
acht/verb	0.22634667	1.0	0.006689817	2	22122
achtduizend/num	2.6314473	1.0	1.7238293	1	2004
achter/fixed			0.77069634	2	10287
achter/part			-0.29372728	1	15018
achter/prep	1.8321625	34.0	1.4378732	57	150814
achter_wand/noun			3.230608	1	439
achtereenvolgens/adv			1.7778428	1	1867
achteren/adv			1.5528849	1	2345
achtergrond/noun	0.18224783	1.0	-0.03838918	2	23095
achterhaal/verb			0.23844205	1	8816
achterin/pp			1.6195866	2	4390
achterkant/noun	1.8144639	1.0	1.5940269	2	4512
achterlijk/adj			1.9245	1	1628
achterna/part			1.2973772	1	3083
achternagezeten/adj	5.4726787	1.0	4.5537143	1	116
achterop/adj			3.9592896	1	212
achterop/prep			2.6763878	1	767
achterover/adv	2.8870559	1.0	1.9729029	1	1543
achteruit-kijkspiegels/noun	10.226269	1.0	9.306873	1	1
achteruitrij-videosysteem/noun	10.226269	1.0	9.306873	1	1
achteruitrijden/noun			6.7851524	1	13
achtervolg/verb			0.62666017	1	5996
achterzijde/noun	3.2675233	2.0	2.3541684	2	2107
achthonderd/num	2.1934216	1.0	1.2857319	1	3105
achttal/noun	3.242247	1.0	2.3275416	1	1081
achttien/num	1.5371131	3.0	0.9139487	4	17929
act/noun	1.8387003	1.0	0.9236915	1	4401
acteer/verb			0.61007047	1	6049
acteur/noun	0.4176312	2.0	0.60554343	6	36670
actie/noun	0.10434707	3.0	0.04267388	7	75133
actie/part			1.8186356	1	1882
actief/adj	0.771733	4.0	0.77694345	10	51290
activeer/verb			1.9295831	1	1617
activiteit/noun	1.7236282	9.0	2.170257	35	44503
activiteit_programma/noun			5.2352858	1	59
activity/noun	7.5872116	1.0	6.6678157	1	14
actrice/noun			-0.20960908	1	13888
actualiteit/noun	1.861848	1.0	0.9493324	1	4447
actueel/adj	1.1646024	1.0	0.25649032	1	8712
acuut/adj	1.9232594	1.0	1.0135489	1	4056
adder_DIM/noun			3.1513784	1	477
adem/noun			0.19486806	1	9185
adem_machine/noun			9.306873	1	1
adembenemend/adj			2.470238	3	2835
ademhaling/noun	3.4469151	1.0	4.141402	5	883
ademhaling_stoornis/noun			5.5091395	1	45
adempauze/noun			2.7562215	1	714
adequaat/adj	2.100342	1.0	1.1891432	1	3390
administratie/noun			0.09043146	1	10177
administratief/adj	0.8521952	1.0	0.63433576	2	11826
advies/noun	0.49267656	2.0	-0.012976093	3	33909
advies_prijs/noun			3.1361125	1	496
adviseer/verb			-0.14229116	1	12861
adviseur/noun			-0.12209657	1	12622
advocaat/noun			-1.552791	1	52878
aerobics/noun			3.704939	1	273
af/adv	0.6714083	2.0	0.16133092	3	28306
af/part	-0.65841943	6.0	-0.58797956	16	321541
af_serveer/verb			3.8268595	1	245
af_slank_instituut/noun	8.839974	1.0	7.920579	1	4
af_wasmachine/noun			3.9098423	1	224
afdeling/noun	-0.2308165	1.0	-0.44864786	2	34907
affiche/noun	0.832056	1.0	0.6144544	2	12082
afgebeeld/adj	3.5957503	1.0	3.3768187	2	761
afgelegd/adj			3.0112383	1	546
afgelopen/adj	-1.6516271	1.0	-0.6138535	7	144650
afgesloten/adj	1.7829105	1.0	0.8814225	1	4719
afgesproken/adj	2.2516499	1.0	2.032203	2	2912
afgewend/adj	5.2081614	1.0	4.312706	1	153
afgewisseld/adj			2.3720865	1	1032
afgunst/noun			2.3923905	1	1015
afhankelijk/adj			-0.59530854	1	20116
afkomst/noun	1.047174	1.0	1.233304	3	9728
afkomstig/adj			-0.15734555	2	25991
afloop/noun			0.08775148	2	20387
afrekenbaar/adj			6.3416	1	20
afscheid/noun	0.8977399	2.0	1.3813633	8	22823
afscheidstweedaagse/noun			9.306873	1	1
afspraak/noun	-0.3764847	1.0	-0.18900947	3	40414
afstand/noun	-0.42834592	1.0	0.45057788	6	42494
afstandsbediening/noun	3.0307064	1.0	2.1193671	1	1341
aftands/adj	3.628441	1.0	2.714034	1	735
afval/name			5.6575146	1	39
afval/noun			-0.12093869	1	12666
afval_race/noun			3.9132457	1	223
afvalverwerkingsinstallaties/name			8.613726	1	2
afzet/noun			2.0234592	1	1473
afzijdig/adj			2.086097	1	1378
agenda/noun			-0.47349995	1	18077
agent/noun	0.26272735	2.0	0.27033398	5	42933
agressie/noun			0.37912783	1	7668
akoestiek/noun	3.2924802	1.0	2.3772585	1	1031
al/adv	-0.39311555	26.0	-0.3445072	68	1066466
al/comp	-0.21548323	3.0	-0.28545016	7	102942
al/det	0.63912517	5.0	0.19406226	8	73011
alarm/noun	3.0924144	5.0	2.367603	6	6349
alarm_installatie/noun			3.0591204	1	526
alarm_signaal/noun	4.657924	1.0	3.7477312	1	263
alarmen/noun	6.465069	1.0	5.562086	1	43
aldus/prep	-0.7495456	3.0	-0.35230115	11	176667
algemeen/adj	0.17607605	2.0	-0.735341	2	46530
algemeen/noun	0.61242354	1.0	-0.29811737	1	15038
alhoewel/comp	2.087412	1.0	1.1715848	1	3435
alle/det	0.36750552	22.0	0.31577855	52	422543
alle/pron			1.0701349	1	3817
alledrie/adv			1.6440998	1	2140
alledrie/det			3.5304601	1	325
alleen/adj	-1.1706151	2.0	-1.1681458	5	178364
alleen/adv	0.37554035	14.0	-0.13264886	21	266562
allemaal/adv	-0.42744017	3.0	-0.2419909	9	127360
aller/adv			6.0487766	1	26
allerhande/adj	2.377018	2.0	2.3779438	5	5135
allerlei/det	1.7740076	8.0	1.4188281	14	37558
alles/noun	0.5421381	13.0	0.4652425	30	209596
alles/pron	1.2885249	1.0	1.7615099	4	7630
allochtoon/adj	1.5081061	2.0	1.003422	3	12319
allochtoon/noun	0.61178917	1.0	0.3954174	2	15101
als/comp	-0.3442852	23.0	-0.07776173	75	900481
als/comparative	-0.3362769	3.0	-0.2669899	8	116190
als/prep	0.42779487	70.0	-0.005892108	113	1263756
als/vg	0.45675558	4.0	0.6413562	12	70045
alsof/comp	-0.5306203	1.0	0.5002341	7	47122
altijd/adv	-0.41259083	7.0	-0.27489194	20	292821
alvast/adv	-0.20077057	1.0	0.27437443	4	33813
alweer/adv	1.1385764	3.0	0.5178015	4	26735
amateur/noun			0.77056384	1	5171
ambitie/noun			-0.8219595	1	25351
ambt_overdracht/noun			7.360963	1	7
ambtenaar/noun			-0.32425925	2	31013
ambulanciers/noun			3.2024148	1	455
amfibisch/adj			4.9304876	1	80
ammoniak/noun			2.898015	1	618
ammoniak_concentratie/noun	7.3930554	1.0	6.47366	1	17
ammoniak_meting/noun			8.613726	1	2
amper/adv	-0.21934682	1.0	-0.033794917	3	34515
amsterdam/name	5.5133657	1.0	4.61415	1	116
amuseer/verb	2.659699	2.0	2.4427564	4	3888
amusement/noun			1.3329083	1	2950
analyse/noun	0.6601964	1.0	0.4399461	2	14330
analyseer/verb			0.41934478	1	7303
anatomie/noun			3.152971	1	476
andapos;/punct	-0.19040161	7.0	-0.049902905	20	235035
andapos;98/noun			2.3509946	1	1055
andapos;99/noun	3.2281017	1.0	2.3153284	1	1098
andapos;s/adv	0.9111743	1.0	-0.0032039257	1	11127
andapos;t/name			1.5174669	3	7438
ander/adj	0.46089283	38.0	0.15815733	70	663512
ander/noun			0.32869187	3	23974
andere/adv			0.95944864	4	16957
anderen/adv			0.21736236	1	8922
anders/adj			-0.75596046	6	142075
anderzijds/adv			0.37685868	2	15140
andquot;/punct	0.19744502	46.0	0.36769238	135	1060443
anekdote/noun			0.88559633	1	4579
anesthesioloog/noun	6.0442185	1.0	5.1409836	1	66
angst/noun			-0.91666865	1	27899
angstig/adj			1.1653776	1	3472
angstwekkend/adj			3.0376823	1	532
anima_toren/noun	5.2503977	1.0	4.3408866	1	145
anima_toren_team/noun	8.616831	1.0	7.6974354	1	5
animatie/noun	3.491603	4.0	2.9863448	6	3378
animatiedraaiboek/noun			9.306873	1	1
animatiefilms/noun	4.303351	1.0	3.3901322	1	374
animatieprogrammaandapos;s/noun	9.127657	1.0	8.208261	1	3
animaties/noun	4.051962	1.0	3.1372623	1	481
animatior/noun			9.306873	1	1
animeer/verb	4.3408594	1.0	3.4327855	1	363
ankerman/noun			7.4122562	1	7
annonces/noun			5.220057	1	60
anti-overvalbrigade/noun			7.029606	1	10
antwoord/noun			-0.3910631	3	49395
apache/noun			3.666563	1	285
apart/adj	0.23642579	1.0	0.42282173	3	21871
apotheose/noun			1.8715532	1	1720
apparaat/noun	1.939527	3.0	2.4922795	13	11953
apparaat_DIM/noun	3.1221247	1.0	2.9014382	2	1222
apparatuur/noun	2.9906316	5.0	2.4156175	7	6966
appartement/noun			-0.39613393	1	16586
applaus/noun	1.5142903	1.0	0.60486156	1	6145
april/noun	-0.93764514	1.0	-0.74569005	3	70988
aquarel/noun			1.9504018	1	1586
aquarium/noun			2.1462603	1	1301
arbeid_markt/noun	0.9660436	1.0	0.054642584	1	10566
arbeider/noun			-0.29760507	1	15117
arbiter/noun			1.3825837	1	2811
arena/noun			2.2184436	2	2422
argeloos/adj	2.9759881	1.0	2.0607545	1	1415
arm/adj	0.17355335	1.0	-0.73766464	1	23364
arm/noun	0.07332198	1.0	0.25928903	3	25767
arm_steun/noun	5.597626	1.0	4.680431	1	103
armzwaaiend/adj			8.208261	1	3
arresteer/verb			-0.44718876	1	17627
arriveer/adj			5.009588	1	74
artikel/noun	-0.41049972	1.0	-1.3049924	1	48055
arts/noun	-0.27097717	1.0	0.42709732	5	36523
asielzoekers/name			5.994507	1	28
assist/noun	2.0095727	1.0	1.0970615	1	3717
assisteer/verb	3.652065	2.0	2.7407987	2	1440
assistent/noun	1.2842491	1.0	1.0666265	2	7676
associatie/noun			1.8739309	2	3407
assortiment/noun			1.3280653	1	2939
astma_aanval/noun			4.733194	1	99
astma_patiënt/noun			3.9507587	1	218
astronoom/noun			1.9043912	1	1697
atelier/noun			0.43863586	1	7169
attent/adj			1.1354856	1	3562
attentie/noun			2.5958629	1	836
attest/noun	3.6323683	2.0	3.6377857	5	1468
attractie/noun			0.5745363	1	6294
audio_signaal/noun			7.360963	1	7
augustus/noun	1.6303589	11.0	1.5034364	24	59862
aupingbedden/noun			8.208261	1	3
autentiek/adj			0.49586177	1	6775
auto/noun	-1.4953899	1.0	-0.32482287	8	124344
auto_maker/noun			3.6273835	1	297
auto_radio/noun			1.5259017	1	2494
auto_weg/noun			1.5378326	1	2397
auto_weg_politie/noun			4.9501643	1	79
autochtoon/adj			1.1832263	1	3416
autocue/noun	5.313614	1.0	5.0899425	2	136
automatisch/adj	1.2361933	2.0	1.2399782	5	16083
automobilist_bond/noun			5.761575	1	35
autonomie/noun			0.7232651	1	5401
autoriteit/noun			-0.63352233	1	21085
avant-garde/noun			2.3173997	1	1098
avond/noun	0.550516	3.0	0.84236795	10	47971
avond_spel/noun			6.4561667	1	18
avonds/adv	0.7966423	2.0	0.28770745	3	24959
avontuur_sport_kamp/noun	8.146828	1.0	7.2400103	1	8
avontuurlijk/adj			1.7734469	2	3793
baad/adj	4.326371	1.0	3.411369	1	366
baan/noun			0.50873256	10	67383
baan/verb	2.6655376	1.0	1.7510726	1	1927
baas/noun			-0.8206735	1	25417
babbel/verb			1.9058557	1	1654
babbel_DIM/noun	3.908653	1.0	2.9930534	1	555
babbel_box/noun			4.107824	1	185
baby/noun	2.406941	7.0	2.119562	13	17609
baby_bed_DIM/noun	6.858973	1.0	5.9395776	1	29
babyfoon/noun			5.575174	1	42
bad/noun	1.3299202	1.0	1.1114568	2	7340
bad_plaats/noun	2.513378	1.0	1.6060575	1	2251
badmeester/noun			4.1496873	2	354
bagage/noun			0.96015996	1	4250
bak/noun			0.23633525	1	8792
bak_DIM/noun			1.7006102	1	2033
baken_af/verb	2.8104918	1.0	2.589643	2	1669
bakfiets/noun	5.05224	2.0	4.5458393	3	356
bakker/noun			0.8156339	1	4941
bal/noun			-0.8266481	2	50751
balanceer/verb	3.3378875	2.0	2.8310554	3	1973
baldadig_heid/noun			3.5609896	1	321
balie/noun			1.9808518	2	3083
balk/noun	2.3195374	1.0	1.4058106	1	2724
ballast/noun			2.697861	1	754
ballet/noun			1.119115	1	3657
ballet_beweging/noun			7.4198036	1	7
ballet_meester/noun			5.0413804	1	72
band/noun	0.6816975	4.0	0.46286947	8	56065
band_DIM/noun	2.902397	2.0	1.9887316	2	3043
bang/adj			-1.218463	1	37776
bank/noun	-0.4599181	2.0	-0.67723423	4	88074
bank_DIM/noun			1.458076	1	2595
bankrekening/noun			1.1618602	1	3495
bar/adj			1.2316638	1	3271
bar/noun	1.8531481	2.0	1.3461133	3	8790
bar_code/noun			4.145235	1	176
bar_personeel/noun	5.8505116	1.0	4.937425	1	80
barak/noun			2.5806398	1	841
barbecue/noun	2.0216653	1.0	1.806869	2	3686
bariton/noun			2.3008575	1	1117
barman/noun			2.461685	1	954
baseball/prefix			7.2400103	1	8
baseer/verb			-0.57055783	1	19607
basis/noun	-0.26191735	1.0	-0.0762209	3	35982
basis/prefix			2.924888	1	602
basis/prep	0.0238996	1.0	0.20746623	3	26993
basis_cursus/noun	5.205683	1.0	4.292246	1	152
basis_houding/noun			5.751525	1	35
basis_school/noun			1.4941672	5	12733
basis_station/noun			4.3363657	1	145
basisvorming/name			7.515114	1	6
basket/noun	3.3374414	1.0	3.122518	2	999
basketbal_zaal/noun			6.0222096	1	27
bassist/noun	2.19761	1.0	1.9762714	2	3079
batterij/noun	3.677095	6.0	2.920812	7	4213
beachvolleyploegen/noun			9.306873	1	1
beachvolleytoernooi/noun			6.5342846	1	16
beademingstoestellen/noun	8.434509	1.0	7.515114	1	6
beambte/noun			3.1702266	1	470
beantwoord/verb	0.6419626	1.0	-0.26815197	1	14612
bebaard/adj	4.081279	1.0	3.1669886	1	467
bebloed/adj	3.5460417	1.0	2.6343973	1	798
bed/noun	2.2403119	9.0	1.8386719	15	26564
bed_DIM/noun			2.1479702	1	1300
bed_in/verb	3.6175935	1.0	2.7002907	1	743
bed_rand/noun			6.4389744	1	18
bedank/verb	1.2132063	1.0	0.30621734	1	8297
bedenk/verb	0.6916914	2.0	0.8762042	6	27767
bedien/verb	0.9293265	1.0	0.70855635	2	10958
bediend/adj			3.0714827	1	514
bediening/noun	2.467882	1.0	1.5519843	1	2347
bedoel/verb			-0.34365734	2	31331
bedoeld/adj			0.14542897	1	9585
bedoeling/noun	0.56259155	3.0	0.34002894	6	47299
bedraag/verb	1.0573626	4.0	0.70960736	7	38505
bedrading/noun	4.1106524	1.0	3.1988485	1	454
bedrag/noun			0.086494364	5	50977
bedreigends/noun			6.3624344	1	19
bedrijf/noun	-0.5787806	5.0	-0.7015672	11	248130
bedrijf_presentatie/noun			5.617994	1	40
bedrog/noun			2.2070935	2	2460
beduidend/adj	1.9425536	1.0	1.0290165	1	3967
beeld/fixed			1.7054708	1	2024
beeld/noun	2.5316334	46.0	2.3645835	97	101423
beeld_af/verb			1.0785894	1	3782
beeld_kwaliteit/noun			3.5753133	1	312
beeld_punt/noun			5.045603	1	71
beeld_rand/noun	9.533122	1.0	8.613726	1	2
beeld_resultaat/noun	10.226269	1.0	9.306873	1	1
beeld_signaal/noun			6.8219666	1	12
beeld_weergave/noun	8.029044	1.0	7.1096487	1	9
beeldbuis/noun	5.9853916	8.0	5.392217	11	559
beeldbuis_oog/noun			9.306873	1	1
beeldscherm/noun	3.043157	2.0	4.210691	16	2648
beeldvullend/adj	6.729761	1.0	5.816445	1	33
beeltenis/noun	3.7797556	2.0	3.2729878	3	1264
been/fixed			1.6920308	2	4103
beest/noun			0.8590515	2	9454
beet/part			2.4254618	1	987
beetje/adv			0.31767836	1	8126
beetje/noun	-1.1928432	1.0	-0.71822673	4	91319
befaamd/adj			1.440889	2	5278
begeef/verb			0.4101688	1	7392
begeleid/adj	3.279473	6.0	2.5188189	7	6256
begeleid/verb	3.670529	26.0	3.260937	43	18380
begeleider/noun	3.1554384	6.0	2.6484344	9	7088
begeleiding/noun	4.241768	34.0	3.5872583	44	13552
begeleiding_centrum/noun	6.7922816	2.0	5.8891463	2	62
begin/noun	-1.3334794	1.0	-0.453949	6	105186
begin/verb	-0.9272911	4.0	-0.584939	14	280945
beginneling/noun	3.8784418	1.0	2.9646637	1	575
begraaf_plaats/noun			0.8374112	1	4886
begrijp/verb	-0.80430514	1.0	-1.0256162	2	61997
begrijpelijk/adj			0.40921137	1	7369
begrip/noun	0.043607116	1.0	-0.86886233	1	26525
behalve/comp	0.56955063	3.0	0.5014092	7	47110
behalve/vg			1.065473	1	3822
behandel/verb			-1.0786176	1	32915
beheer/noun			0.30848297	1	8175
beheers/verb	0.9774532	1.0	0.064976	1	10458
behoor/verb			-0.73476416	2	46432
behoorlijk/adj			0.10562569	3	29977
behoud/verb			-0.7335004	1	23336
behuizing/noun	4.5419807	3.0	3.6289785	3	886
behulp/prep	1.1359233	1.0	0.9148465	2	8888
beiaardier/noun	4.192583	1.0	3.2830625	1	424
beide/det	0.11698604	4.0	0.014322706	9	98533
beide/pron	0.35602134	1.0	0.13491766	2	19416
bejaard/adj			0.3929126	2	15320
bek/noun			1.1349347	1	3586
bekapping/noun	8.280358	1.0	7.360963	1	7
bekend/adj	-1.5295646	1.0	-1.3418989	3	128314
bekendheid/noun			0.71909106	1	5411
bekijk/verb	2.4475486	18.0	1.9024022	26	43245
bekleding/noun			2.6083586	1	817
bekwaam/adj	4.0841866	6.0	3.169362	6	2797
bekwaamheid/noun			2.702049	1	745
bel/verb	-0.27778798	1.0	0.42240286	5	36697
bel_aan/verb			2.638179	3	2389
belabberd/adj	2.6891053	1.0	2.469299	2	1885
belang/noun			-1.2884777	2	80766
belangenbehartiger/noun	4.3328996	1.0	3.4225764	1	364
belangrijk/adj	-0.6368599	4.0	-0.3710588	13	209497
belangstellend/adj	4.1613216	1.0	3.9406636	2	432
belangstellende/noun	2.1952899	1.0	1.9788299	2	3095
belangstelling/noun			-0.9816863	1	29860
beleef/verb			0.27927646	3	25466
beleid_centrum/noun	5.7085648	1.0	4.7954645	1	92
beleid_instrument/noun	5.1716166	1.0	4.2544565	1	157
beleid_verandering/noun			5.424279	1	49
belet/verb			0.54073614	1	6453
beleving_monitor/noun	7.60523	1.0	6.719109	1	14
beloof/verb			-1.3068349	1	41313
beman/verb	2.9364023	1.0	2.7157483	2	1472
bemiddeling/noun	2.3348913	1.0	1.4244828	1	2692
ben/verb	-0.14777315	309.0	-0.050106015	848	9938754
ben_in/verb	2.3692234	1.0	1.4546285	1	2592
ben_toe/verb			-0.4122407	1	16845
ben_weg/verb			-0.31292433	1	15268
benadering/noun			0.50749046	1	6679
benadruk/verb	0.19229038	1.0	-0.03039936	2	22855
bende/noun	0.8111729	1.0	-0.097906694	1	12374
beneden/adv	0.44854286	1.0	1.143955	5	17699
benefietweekend/noun			6.629282	1	15
bengel/adj			4.8187985	1	90
bengel/noun			4.305615	1	150
benzine_motor/noun			2.3000422	1	1110
beoog/verb			1.3443879	1	2896
beoordeel/verb	0.79651177	1.0	0.57576287	2	12525
bepaal/verb			-0.7719417	2	48222
bepaald/adj	-0.059937555	2.0	0.12297176	6	58714
bepaald/adv			0.33288825	1	7963
beperking/noun			0.0020502415	1	11102
beperkt/adj	-0.18333584	1.0	0.003768288	3	33306
beplak/verb			3.8306189	1	242
bereid/adj			-1.0988507	1	33413
bereid_voor/verb	0.72822446	2.0	0.5109466	4	26869
bereidwillig/adj	3.765973	1.0	2.8507316	1	640
bereik/verb	0.35168236	4.0	-0.55965793	4	78177
berg_hotel_DIM/noun			8.208261	1	3
berg_op/verb			1.0470527	1	3930
berg_top/noun	3.802819	1.0	2.8899775	1	618
bericht/noun	-0.17082067	1.0	-0.3750165	2	35184
beroep/noun	0.6230618	3.0	0.4077747	6	44649
beroof/verb	1.5215385	1.0	0.61131626	1	6089
berust/verb			0.84331286	1	4792
beschadig/verb			0.3616579	1	7838
bescherm/verb	0.17297748	1.0	-0.043772466	2	23428
bescherming/noun			-0.45092654	1	17543
beschik/verb	1.3041579	6.0	1.0835233	12	45143
beschikbaar/adj	0.2237224	1.0	0.4114422	3	22207
beschikking/adj	2.348426	5.0	2.1344485	10	13231
beschikking/noun	2.3375125	2.0	2.3408773	5	5344
beschouw/verb			-1.3044555	1	40989
beschut/adj			3.1191225	2	997
besef/verb	-0.28421897	1.0	-1.2003605	1	36761
besla/verb	2.2618957	1.0	1.3474225	1	2892
beslag/fixed			-0.43810213	1	17467
beslis/verb	0.3811742	3.0	-0.2424363	4	56883
beslissing/noun			-0.9874353	2	59799
beslist/adj			0.4483908	1	7125
besluit/verb	-1.2186241	1.0	-1.0189775	3	94053
besmet/adj			1.2704939	2	6284
besparing/noun			0.75472796	1	5266
bespeel/verb			1.7903719	2	3706
bespeur/verb	1.9961579	1.0	1.0821602	1	3772
bespreek/verb			0.64111346	3	17728
bespreking/noun			0.17246938	1	9413
besta/adj	-0.14905666	1.0	-0.37006032	2	32120
besta/verb	0.7015126	11.0	0.28126627	18	151384
bestaan/noun			-0.18579999	2	26854
bestand/adj	2.5299993	1.0	2.3115878	2	2208
bestand/noun	2.2793417	2.0	2.0618603	4	5686
beste/adj			0.022882797	1	10882
besteed/verb	-0.031877317	1.0	-0.25131553	2	28649
besteed_aan/verb	3.1180246	1.0	2.2076302	1	1232
bestek/noun			1.7962238	1	1841
bestel_bus_DIM/noun	4.432874	1.0	3.5293756	1	329
bestelling/noun	1.5551107	1.0	1.7416152	3	5854
bestemming/noun			-0.17655833	1	13320
bestorm/verb	2.4385755	1.0	2.221516	2	2434
bestudeer/verb	1.6746379	2.0	1.1672332	3	10422
besturing/noun			3.5784793	2	618
besturing_systeem/noun	2.8742285	1.0	3.0596044	3	1565
bestuur/verb			0.37607476	1	7663
bestuur_ster/noun	2.7090197	1.0	1.8000616	1	1867
bestuurder/noun	0.19015062	2.0	0.37831122	6	46000
betaal/verb	-0.21095249	4.0	-0.10901873	11	137583
betaal_terug/verb	1.3327132	1.0	0.42589834	1	7364
betaald/adj			0.53240556	2	13191
betaling/noun			-0.103542715	1	12373
beteken/verb	0.7312128	7.0	-0.05074754	8	93316
betekenis/noun			0.21406993	2	17935
beticht/adj			2.358936	1	1066
betoger/noun			0.904642	1	4557
beton/noun			0.9544249	1	4290
betoog/noun			0.79289514	1	5048
betrap/verb			-0.3784739	1	16396
betreed/verb			0.5923303	1	6169
betref/verb			-1.4046236	1	45210
betrek/verb			-0.5094048	1	18565
betreur/verb			0.18292983	1	9303
betrokken/adj	-0.6768506	1.0	0.020351699	5	54538
betrokkenheid/noun	0.85094374	1.0	-0.060248695	1	11837
betuig/verb			1.2060443	1	3343
beugel/noun			2.6789641	1	765
beurt/noun			0.88151294	4	18370
beval/adj			6.0980477	1	25
beval/verb			0.22982423	1	8871
bevalling/noun			1.8981305	2	3341
bevat/verb			0.123357736	3	29453
beveilig/verb			1.1248591	1	3659
beveiliging_beambte/noun	4.5654807	1.0	3.657723	1	292
beveiliging_bedrijf/noun			3.1022143	1	511
beveiliging_medewerker/noun			4.7482705	1	97
bevestig/verb	-0.48394853	1.0	0.21299809	5	45058
bevind/verb	0.40093535	2.0	0.58551407	6	37144
bevinding/noun	1.6323924	1.0	0.7170896	1	5414
bevoegd/adj	1.9271072	2.0	1.012711	2	8055
bevoorrading_tuig/noun			9.306873	1	1
bewaak/verb	1.6010735	1.0	2.299734	5	5620
bewaakt/adj			2.7442524	2	1442
bewaker/noun	2.3670247	2.0	2.3708804	5	5206
bewaker_hok/noun	10.226269	1.0	9.306873	1	1
bewaker_loge/noun	10.226269	1.0	9.306873	1	1
bewaking/noun	2.9551733	2.0	2.046913	2	2898
bewaking_agent/noun	4.5764146	1.0	3.6726193	1	290
